# 形近对表 v1（2026-09-22）。对象：现役 CNN 类表 4654 类。判据：(a) IDS 关系（同结构只差一槽 slot / 同部件异布局 layout）且字体模板 embedding 余弦 ≥ 0.945；(b) 任意两类字体模板余弦 ≥ 0.955（visual，含独体）。余弦来自 r5 主干 171dafe12f59 对 fonts/ 全部字体（49a4dcab1818）渲染均值；IDS 词表 1b4e652f5be9。标定：諭/論 .958 己/巳 .947 日/曰 .961 王/玉 .960 士/土 .975 戌/戍 .961 侯/候 .961；湄/潰 .937 泌/湖 .909 被 (a) 挡在外。随机类对 p50/p99 = .924/.944。
# 用途：形近靶子抽样、训练硬负例批采样、审字卡片提示「存在形近字 X，差在 R 槽 俞/侖」。**不进放行**。
a	b	kind	cos	detail
書	聿	visual	0.9592	
書	舊	visual	0.9592	
存	有	slot	0.9592	⿸:I:月/丨子
鶯	鷺	slot	0.9591	⿱:T:路/𤇾
櫟	礫	slot	0.9591	⿰:L:石/木
字	家	slot	0.9591	⿱:B:豕/子
頼	𧃲	visual	0.9591	
鈳	銅	slot	0.9591	⿰:R:可/同
即	𮬻	visual	0.9591	
有	𧃲	visual	0.9591	
夫	失	slot	0.9591	⿻:B:二/𠂉一
而	𮙥	visual	0.9591	
又	𫃟	visual	0.9591	
祜	詁	slot	0.9591	⿰:L:示/言
禆	裸	visual	0.9591	
着	𣙗	visual	0.9591	
又	𣕕	visual	0.9591	
贋	𧃲	visual	0.9591	
廬	臚	visual	0.9591	
䙝	𣙗	visual	0.9591	
珉	琨	slot	0.9591	⿰:R:昆/民
尼	足	visual	0.9591	
鞬	鞮	slot	0.9591	⿰:R:是/建
奥	禆	visual	0.9591	
毁	𮬻	visual	0.9591	
渤	潮	slot	0.9591	⿰:R:朝/孛力
頼	𦊨	visual	0.9591	
存	𣕕	visual	0.9591	
裁	𢦤	visual	0.9591	
鬬	𫃟	visual	0.9591	
搢	溍	slot	0.9591	⿰:L:扌/氵
効	劾	slot	0.9591	⿰:L:亥/交
儘	燼	slot	0.9591	⿰:L:亻/火
歎	窽	visual	0.9591	
四	門	visual	0.9591	
寵	龕	slot	0.9591	⿱:T:合/宀
簔	𭥆	visual	0.9591	
諳	譜	slot	0.9591	⿰:R:普/音
上	𨏵	visual	0.9591	
鬴	黼	slot	0.9591	⿰:L:黹/鬲
隲	𮑮	visual	0.9591	
顽	𢦤	visual	0.9591	
名	多	slot	0.9591	⿱:B:口/夕
宼	𢇮	visual	0.9591	
枵	楫	slot	0.9591	⿰:R:号/咠
毁	𣕕	visual	0.9591	
錐	雖	slot	0.9591	⿰:L:金/虽
璠	蟠	slot	0.9591	⿰:L:虫/王
彞	𣕕	visual	0.9591	
程	裎	slot	0.9591	⿰:L:衤/禾
所	𦊨	visual	0.9591	
於	𤄊	visual	0.9591	
樂	藥	visual	0.9591	
互	五	slot	0.9591	⿱:B:彑/丄𠃍
員	貝	visual	0.9591	
僧	潧	slot	0.9591	⿰:L:亻/氵
敞	敵	slot	0.9591	⿰:L:啇/尚
妍	硏	visual	0.9591	
有	𥳽	visual	0.9591	
而	𣕕	visual	0.9591	
數	藪	visual	0.9591	
媚	嫻	slot	0.9591	⿰:R:眉/閑
廵	𢦤	visual	0.9591	
䕶	𣵠	visual	0.9591	
檐	襜	slot	0.9591	⿰:L:衤/木
䟽	𠷣	visual	0.9591	
勅	敕	slot	0.9591	⿰:R:力/攵
剭	剷	slot	0.9591	⿰:L:産/屋
淄	緇	slot	0.9590	⿰:L:糸/氵
之	𪏆	visual	0.9590	
伯	佗	slot	0.9590	⿰:R:它/白
徤	𮙥	visual	0.9590	
鰥	鱓	slot	0.9590	⿰:R:眔/單
列	刻	slot	0.9590	⿰:L:歹/亥
遥	餙	visual	0.9590	
分	𭥆	visual	0.9590	
再	毋	visual	0.9590	
錫	鏐	slot	0.9590	⿰:R:易/翏
又	𣙗	visual	0.9590	
抛	𢑴	visual	0.9590	
薳	𦊨	visual	0.9590	
着	𥙐	visual	0.9590	
遥	𨽾	visual	0.9590	
畸	騎	slot	0.9590	⿰:L:田/馬
田	由	visual	0.9590	
䟽	𮞉	visual	0.9590	
於	𮞉	visual	0.9590	
甲	里	visual	0.9590	
廸	𨏵	visual	0.9590	
憐	隣	slot	0.9590	⿰:L:阝/忄
之	史	visual	0.9590	
捐	損	slot	0.9590	⿰:R:肙/員
頼	𮬻	visual	0.9590	
鷖	鷺	slot	0.9590	⿱:T:路/殹
㫖	𢇮	visual	0.9590	
鮑	鯽	slot	0.9590	⿰:R:即/包
欽	絘	visual	0.9590	
䕶	讓	visual	0.9590	
喚	煥	slot	0.9590	⿰:L:口/火
著	𦊨	visual	0.9590	
捥	腕	slot	0.9590	⿰:L:月/扌
抛	𨏵	visual	0.9590	
𤄊	𦊕	visual	0.9590	
如	𢇮	visual	0.9590	
綆	鯁	slot	0.9590	⿰:L:魚/糸
新	薪	visual	0.9590	
之	𠏉	visual	0.9590	
文	𣕕	visual	0.9590	
㫖	𨽾	visual	0.9590	
分	𧃲	visual	0.9590	
者	𣵠	visual	0.9590	
廪	𮞉	visual	0.9590	
雷	霤	slot	0.9590	⿱:B:田/留
㫖	肯	visual	0.9590	
静	𣕕	visual	0.9590	
劭	邵	slot	0.9590	⿰:R:力/阝
四	𠈁	visual	0.9590	
有	𤇍	visual	0.9590	
廵	𫃟	visual	0.9590	
𠏉	𨓜	visual	0.9590	
至	𨽾	visual	0.9590	
朂	禆	visual	0.9590	
校	棱	slot	0.9590	⿰:R:交/夌
囿	圃	slot	0.9590	⿴:I:甫/有
翔	詡	slot	0.9590	⿰:L:羊/言
爲	𮙥	visual	0.9590	
正	𫃟	visual	0.9590	
詵	銑	slot	0.9590	⿰:L:言/金
刼	𣕕	visual	0.9590	
巵	庖	visual	0.9590	
而	𨽾	visual	0.9590	
名	者	visual	0.9590	
不	𮑮	visual	0.9590	
渒	渾	slot	0.9590	⿰:R:卑/軍
様	𥙐	visual	0.9590	
顔	𦒿	visual	0.9589	
廬	慮	visual	0.9589	
廵	𣙗	visual	0.9589	
如	妃	slot	0.9589	⿰:R:口/己
揖	損	slot	0.9589	⿰:R:員/咠
懴	𣵠	visual	0.9589	
滛	𢑴	visual	0.9589	
存	𦊨	visual	0.9589	
圻	坊	slot	0.9589	⿰:R:斤/方
激	繳	slot	0.9589	⿰:L:糸/氵
䕶	𮙥	visual	0.9589	
滙	𥙐	visual	0.9589	
航	舵	slot	0.9589	⿰:R:亢/它
瑛	璜	slot	0.9589	⿰:R:黄/英
辭	騂	slot	0.9589	⿰:L:爫龴冂厶又/馬
濶	𢑴	visual	0.9589	
謳	驅	slot	0.9589	⿰:L:馬/言
絝	袴	slot	0.9589	⿰:L:糸/衤
寛	𭥆	visual	0.9589	
頽	𣕕	visual	0.9589	
遥	𥳽	visual	0.9589	
駐	𪐴	slot	0.9589	⿰:L:黑/馬
鈫	閲	visual	0.9589	
徤	𥳽	visual	0.9589	
耽	躭	slot	0.9589	⿰:L:身/耳
雎	雖	slot	0.9589	⿰:L:且/虽
之	所	visual	0.9589	
庫	庳	slot	0.9589	⿸:I:卑/車
迷	逃	slot	0.9589	⿺:I:兆/米
車	軍	visual	0.9589	
易	曷	slot	0.9589	⿱:B:勹亾/勿
厨	𥳽	visual	0.9589	
氊	𢑴	visual	0.9589	
畧	𫃟	visual	0.9589	
瀾	爛	slot	0.9589	⿰:L:氵/火
形	肜	slot	0.9589	⿰:L:月/开
之	家	visual	0.9589	
之	滛	visual	0.9589	
糜	𧃲	visual	0.9589	
筆	肇	slot	0.9589	⿱:T:𥫗/𢼄
鈗	銑	slot	0.9589	⿰:R:先/允
滙	𦊨	visual	0.9589	
畧	𧃲	visual	0.9589	
瞿	轝	visual	0.9589	
工	𫃟	visual	0.9589	
距	鉅	slot	0.9589	⿰:L:金/𧾷
抝	拘	slot	0.9589	⿰:R:幺𠃌/句
於	𧃲	visual	0.9589	
氊	𥊍	visual	0.9589	
捜	𨽾	visual	0.9589	
嫓	餙	visual	0.9589	
宅	完	slot	0.9589	⿱:B:元/乇
翿	詡	slot	0.9589	⿰:L:壽/言
挺	珽	slot	0.9589	⿰:L:王/扌
飽	餉	slot	0.9589	⿰:R:向/包
如	媚	slot	0.9589	⿰:R:口/眉
孴	𦒿	visual	0.9589	
禘	締	slot	0.9589	⿰:L:糸/示
除	𠏉	slot	0.9589	⿰:L:𠦝/阝
全	𧃲	visual	0.9589	
樵	檇	slot	0.9589	⿰:R:焦/雋
工	𣕕	visual	0.9589	
晦	海	slot	0.9589	⿰:L:日/氵
兹	𮙥	visual	0.9589	
婁	蔞	visual	0.9589	
宼	𣙗	visual	0.9589	
而	𮬻	visual	0.9589	
恒	烜	slot	0.9589	⿰:L:火/忄
礲	隴	slot	0.9589	⿰:L:阝/石
牋	踐	slot	0.9589	⿰:L:片/𧾷
秖	紙	slot	0.9589	⿰:L:禾/糸
旁	髣	visual	0.9589	
倶	𮊁	visual	0.9589	
窽	遥	visual	0.9588	
庋	𢇮	slot	0.9588	⿸:I:攴/支
鳬	𥙐	visual	0.9588	
儉	檢	slot	0.9588	⿰:L:亻/木
徤	𧝞	visual	0.9588	
孥	孳	slot	0.9588	⿱:T:兹/奴
分	𮬻	visual	0.9588	
彞	𠷣	visual	0.9588	
彚	𣵠	visual	0.9588	
貫	貴	slot	0.9588	⿱:T:𫩏一/𠀐
蝤	輶	slot	0.9588	⿰:L:車/虫
𥊍	𦊕	visual	0.9588	
遥	𠷣	visual	0.9588	
之	隆	visual	0.9588	
寛	𣵠	visual	0.9588	
虙	虛	slot	0.9588	⿸:I:必/丱一
捜	𤇍	visual	0.9588	
抝	𫃟	visual	0.9588	
祼	禆	slot	0.9588	⿰:R:卑/果
幾	畿	slot	0.9588	⿹:I:田/人
概	溉	slot	0.9588	⿰:L:氵/木
爲	𠷣	visual	0.9588	
則	期	visual	0.9588	
幛	𥙐	visual	0.9588	
𣙗	𦊕	visual	0.9588	
俘	存	visual	0.9588	
倞	僚	slot	0.9588	⿰:R:尞/京
綃	銷	slot	0.9588	⿰:L:糸/金
佶	侍	slot	0.9588	⿰:R:吉/寺
總	𣕕	visual	0.9588	
捕	搏	slot	0.9588	⿰:R:尃/甫
頼	𣙗	visual	0.9588	
懐	𨏵	visual	0.9588	
濶	𮑮	visual	0.9588	
丈	艾	visual	0.9588	
大	木	visual	0.9588	
佼	校	slot	0.9588	⿰:L:木/亻
輕	𨏵	slot	0.9588	⿰:R:巠/爫尸止几巳夊
稀	絺	slot	0.9588	⿰:L:糸/禾
臧	藏	visual	0.9588	
獸	默	slot	0.9588	⿰:L:吅田一口/黑
腥	醒	slot	0.9588	⿰:L:酉/月
雚	霍	visual	0.9588	
㓜	𤄊	visual	0.9588	
彝	彞	slot	0.9588	⿳:T:彐/彑
頽	𣱁	visual	0.9588	
丧	𨽾	visual	0.9588	
祏	跖	slot	0.9588	⿰:L:𧾷/示
校	狡	slot	0.9588	⿰:L:木/犭
秀	香	slot	0.9588	⿱:B:日/乃
崶	葑	slot	0.9588	⿱:T:山/艹
二	𮞉	visual	0.9588	
徤	𥊍	visual	0.9588	
輶	輸	slot	0.9588	⿰:R:酋/俞
刀	力	layout	0.9588	⿻/⿹:丿𠃌
禧	禱	slot	0.9588	⿰:R:喜/壽
全	𤄊	visual	0.9588	
䕶	𥙐	visual	0.9588	
頼	𧝞	visual	0.9588	
所	肵	slot	0.9588	⿰:L:月/户
兹	𠷣	visual	0.9588	
瑞	璹	slot	0.9588	⿰:R:壽/耑
埋	埤	slot	0.9588	⿰:R:卑/里
抽	拙	slot	0.9588	⿰:R:出/由
丧	𥳽	visual	0.9588	
笵	范	slot	0.9588	⿱:T:艹/𥫗
廸	鈫	visual	0.9588	
另	呂	visual	0.9588	
頼	𦅐	slot	0.9588	⿰:L:束/⺊系
之	𥮥	visual	0.9588	
正	𣕕	visual	0.9588	
井	并	visual	0.9588	
賾	蹟	slot	0.9588	⿰:L:𧾷/𦣞
仰	伸	slot	0.9588	⿰:R:申/卬
浸	蓡	visual	0.9588	
抛	𭥆	visual	0.9588	
戰	鄲	slot	0.9588	⿰:R:阝/戈
丧	𣱁	visual	0.9588	
遥	𥊍	visual	0.9588	
嫏	榔	slot	0.9588	⿰:L:女/木
幐	膰	slot	0.9587	⿰:R:龹巾/番
禆	藴	visual	0.9587	
於	𤇍	visual	0.9587	
䟽	𨓜	visual	0.9587	
厯	𦒿	visual	0.9587	
䕶	𢇮	visual	0.9587	
剌	勅	slot	0.9587	⿰:R:刂/力
朂	𣕕	visual	0.9587	
夾	爽	slot	0.9587	⿻:B:㸚/从
輒	輙	slot	0.9587	⿰:R:𦔮/取
不	𮙥	visual	0.9587	
定	𣙗	visual	0.9587	
界	累	slot	0.9587	⿱:B:介/糸
丧	𧃲	visual	0.9587	
則	財	slot	0.9587	⿰:R:刂/才
閲	𧝞	visual	0.9587	
様	𢦤	visual	0.9587	
始	貽	slot	0.9587	⿰:L:貝/女
閲	𮊁	visual	0.9587	
畞	𨽾	visual	0.9587	
幣	弊	slot	0.9587	⿱:B:巾/廾
也	𥙐	visual	0.9587	
踊	躡	slot	0.9587	⿰:R:甬/聶
菼	葵	slot	0.9587	⿱:B:炎/癸
汳	返	visual	0.9587	
至	𦒿	visual	0.9587	
書	𢂹	visual	0.9587	
幐	𠮓	visual	0.9587	
僞	爲	visual	0.9587	
正	𦊨	visual	0.9587	
倶	𨏵	visual	0.9587	
畞	𠷣	visual	0.9587	
至	𠮓	visual	0.9587	
旻	晏	slot	0.9587	⿱:B:文/安
壽	燾	visual	0.9587	
籖	𫃟	visual	0.9587	
姓	甡	slot	0.9587	⿰:L:女/生
球	琢	slot	0.9587	⿰:R:豖/求
潄	𣙗	visual	0.9587	
毘	畏	visual	0.9587	
鬬	𨓜	visual	0.9587	
擬	礙	slot	0.9587	⿰:L:石/扌
焞	煌	slot	0.9587	⿰:R:享/皇
二	𢦤	visual	0.9587	
踊	踵	slot	0.9587	⿰:R:重/甬
按	摉	slot	0.9587	⿰:R:宀火夕/安
塨	𥙐	visual	0.9587	
抛	𮞉	visual	0.9587	
嚷	𣵠	visual	0.9587	
幨	蟾	slot	0.9587	⿰:L:虫/巾
贋	𢇮	visual	0.9587	
捜	蓡	visual	0.9587	
滙	𮑮	visual	0.9587	
女	文	visual	0.9587	
所	𢦤	visual	0.9587	
因	𥙐	visual	0.9587	
顽	𣕕	visual	0.9587	
縊	藴	visual	0.9587	
罹	羅	slot	0.9587	⿱:B:忄隹/糸隹
逈	𧃲	visual	0.9587	
之	𦁐	visual	0.9587	
炤	焰	slot	0.9587	⿰:R:臽/召
碎	碑	slot	0.9587	⿰:R:卑/卒
公	𥙐	visual	0.9587	
成	放	visual	0.9587	
馤	馥	slot	0.9587	⿰:R:曷/复
厨	𦊨	visual	0.9587	
塤	填	slot	0.9587	⿰:R:員/真
薳	𤄊	visual	0.9587	
掾	褖	slot	0.9587	⿰:L:扌/衤
殫	磾	slot	0.9587	⿰:L:歹/石
哉	裁	slot	0.9587	⿹:I:衣/口
二	𤄊	visual	0.9587	
囿	面	visual	0.9587	
氊	𨽾	visual	0.9587	
影	顥	slot	0.9587	⿰:R:彡/頁
潰	遺	visual	0.9587	
怠	息	slot	0.9587	⿱:T:台/自
梨	犁	slot	0.9587	⿱:B:牛/木
滛	𮬻	visual	0.9586	
䕶	簔	visual	0.9586	
㓜	𢦤	visual	0.9586	
氊	𠷣	visual	0.9586	
磯	禨	slot	0.9586	⿰:L:示/石
嫂	嫚	slot	0.9586	⿰:R:曼/叟
包	𥳽	visual	0.9586	
著	𠷣	visual	0.9586	
爲	𧃲	visual	0.9586	
悲	裴	slot	0.9586	⿱:B:衣/心
也	𫃟	visual	0.9586	
加	𨽾	visual	0.9586	
眙	貽	slot	0.9586	⿰:L:貝/目
則	即	visual	0.9586	
頽	𫃟	visual	0.9586	
至	𮬻	visual	0.9586	
各	𢦤	visual	0.9586	
頼	餙	visual	0.9586	
麋	麝	slot	0.9586	⿱:B:射/米
襯	𧝞	slot	0.9586	⿰:R:幾/亲見
妄	妾	slot	0.9586	⿱:T:亡/立
書	𣻎	visual	0.9586	
没	蓡	visual	0.9586	
巾	市	visual	0.9586	
周	問	slot	0.9586	⿵:O:門/⺆土
至	𭥆	visual	0.9586	
壹	豈	slot	0.9586	⿱:T:山/𡉅
廵	𮞉	visual	0.9586	
浮	滛	slot	0.9586	⿰:R:孚/䍃
聃	聘	slot	0.9586	⿰:R:甹/冉
書	而	visual	0.9586	
毁	瑴	visual	0.9586	
贋	𮑮	visual	0.9586	
砥	碩	slot	0.9586	⿰:R:氐/頁
維	雜	slot	0.9586	⿰:L:亠从木/糸
因	𦊨	visual	0.9586	
文	𦊨	visual	0.9586	
厨	𠷣	visual	0.9586	
值	植	slot	0.9586	⿰:L:亻/木
存	𫃟	visual	0.9586	
渒	𮑮	visual	0.9586	
䕶	𠷣	visual	0.9586	
籩	邊	visual	0.9586	
鷺	鸎	slot	0.9586	⿱:T:賏/路
彚	𤇍	visual	0.9586	
有	𨽾	visual	0.9586	
爲	𥳽	visual	0.9586	
迪	逌	slot	0.9586	⿺:I:由/⺊囗コ
不	𦒿	visual	0.9586	
即	𧃲	visual	0.9586	
屑	層	slot	0.9586	⿸:I:肖/曾
杳	香	slot	0.9586	⿱:T:木/禾
聱	聲	slot	0.9586	⿱:T:殸/敖
厯	𧝞	visual	0.9586	
細	𦁐	slot	0.9586	⿰:R:田/屈
士	壬	visual	0.9586	
嵐	風	visual	0.9586	
不	𣙗	visual	0.9586	
覯	覲	slot	0.9586	⿰:L:冓/堇
刼	𫃟	visual	0.9586	
亷	𭥆	visual	0.9586	
餌	餖	slot	0.9586	⿰:R:豆/耳
彜	𥙐	visual	0.9586	
祁	祕	slot	0.9586	⿰:R:阝/必
丕	𢦤	visual	0.9586	
峰	烽	slot	0.9586	⿰:L:山/火
諸	𣕕	visual	0.9586	
喜	莒	visual	0.9585	
各	答	visual	0.9585	
包	𮞉	visual	0.9585	
廵	𠷣	visual	0.9585	
沈	況	slot	0.9585	⿰:R:冘/兄
呈	皇	visual	0.9585	
奥	𥙐	visual	0.9585	
栗	要	slot	0.9585	⿱:B:木/女
佗	沱	slot	0.9585	⿰:L:氵/亻
揭	朅	slot	0.9585	⿰:L:扌/去
暮	葺	visual	0.9585	
措	描	slot	0.9585	⿰:R:昔/苗
逐	𣵠	visual	0.9585	
涂	除	slot	0.9585	⿰:L:氵/阝
㩁	蓷	visual	0.9585	
搏	溥	slot	0.9585	⿰:L:氵/扌
瞿	翟	slot	0.9585	⿱:T:䀠/羽
叠	𥙐	visual	0.9585	
元	𥙐	visual	0.9585	
晦	誨	slot	0.9585	⿰:L:言/日
彚	𮊁	visual	0.9585	
朂	𣙗	visual	0.9585	
縞	藴	visual	0.9585	
揖	楫	slot	0.9585	⿰:L:扌/木
藴	𮞉	visual	0.9585	
之	則	visual	0.9585	
薳	𮑮	slot	0.9585	⿱:B:氵隻/辶袁
暘	暢	slot	0.9585	⿰:L:申/日
隷	隸	slot	0.9585	⿰:L:士示/柰
丧	𣙗	visual	0.9585	
又	𠷣	visual	0.9585	
頽	𥙐	visual	0.9585	
四	𪏆	visual	0.9585	
互	亘	slot	0.9585	⿱:B:旦/彑
逈	𣕕	visual	0.9585	
寶	賓	visual	0.9585	
破	碩	slot	0.9585	⿰:R:頁/皮
嵩	蒿	slot	0.9585	⿱:T:艹/山
繡	纎	slot	0.9585	⿰:R:韯/肅
滛	𢇮	visual	0.9585	
潄	𤄊	slot	0.9585	⿰:R:敕/厂墨
䕶	𨏵	visual	0.9585	
顽	𦊨	visual	0.9585	
餙	𠮓	visual	0.9585	
滁	滌	slot	0.9585	⿰:R:條/阝余
贋	𣙗	visual	0.9585	
歳	𣙗	visual	0.9585	
紬	袖	slot	0.9585	⿰:L:衤/糸
翬	輩	visual	0.9585	
笄	箕	slot	0.9585	⿱:B:开/其
著	𣙗	visual	0.9585	
臂	譬	slot	0.9585	⿱:B:⺼/言
壊	𢦤	visual	0.9585	
廙	廛	slot	0.9585	⿸:I:里八土/異
碑	磾	slot	0.9585	⿰:R:卑/單
全	𠷣	visual	0.9585	
至	𣱁	visual	0.9585	
播	燔	slot	0.9585	⿰:L:扌/火
著	𤄊	visual	0.9585	
渒	𣙗	visual	0.9585	
頽	𨽾	visual	0.9585	
滎	熒	slot	0.9585	⿱:B:水/火
頽	𠷣	visual	0.9585	
倶	𧝞	visual	0.9585	
厨	𤄊	visual	0.9585	
髪	𠷣	visual	0.9585	
加	𦊨	visual	0.9584	
伯	𣵠	visual	0.9584	
所	𭥆	visual	0.9584	
神	种	visual	0.9584	
蠧	蠶	slot	0.9584	⿱:T:𡉅石/朁
藴	𠏉	visual	0.9584	
滙	𧃲	visual	0.9584	
升	幵	visual	0.9584	
著	𧃲	slot	0.9584	⿱:B:者/麻米
民	艮	visual	0.9584	
㫖	𥳽	visual	0.9584	
摉	榕	visual	0.9584	
壊	𧃲	visual	0.9584	
瑾	瓘	slot	0.9584	⿰:R:堇/雚
嫓	逈	visual	0.9584	
班	珽	visual	0.9584	
懴	纎	slot	0.9584	⿰:L:糸/忄
紜	耘	slot	0.9584	⿰:L:糸/耒
逈	𥙐	visual	0.9584	
刼	𦊨	visual	0.9584	
游	遊	visual	0.9584	
㓂	之	visual	0.9584	
朽	栢	slot	0.9584	⿰:R:丂/百
丞	永	visual	0.9584	
鵬	鸝	slot	0.9584	⿰:L:麗/朋
責	貴	slot	0.9584	⿱:T:龶/𠀐
文	𫃟	visual	0.9584	
所	𤄊	visual	0.9584	
胡	頡	visual	0.9584	
之	閲	visual	0.9584	
贈	贉	slot	0.9584	⿰:R:覃/曾
萼	雩	visual	0.9584	
般	船	slot	0.9584	⿰:R:㕣/殳
加	𮬻	visual	0.9584	
厨	𨓜	visual	0.9584	
所	𨓜	visual	0.9584	
郁	郇	slot	0.9584	⿰:L:有/旬
抝	𤄊	visual	0.9584	
略	路	slot	0.9584	⿰:L:𧾷/田
卻	欲	slot	0.9584	⿰:R:欠/卩
舍	𮊁	visual	0.9584	
閩	閾	slot	0.9584	⿵:I:或/虫
分	𨽾	visual	0.9584	
欽	歛	slot	0.9584	⿰:L:金/僉
漕	遭	visual	0.9584	
到	致	slot	0.9584	⿰:R:夊/刂
衂	衈	slot	0.9584	⿰:R:耳/刃
即	𢑴	visual	0.9584	
巋	歸	visual	0.9584	
未	禾	slot	0.9584	⿻:A:千/𰀁
捜	閲	visual	0.9584	
鯀	鰥	slot	0.9584	⿰:R:系/眔
各	𣕕	visual	0.9584	
憸	險	slot	0.9584	⿰:L:阝/忄
湖	瑚	slot	0.9584	⿰:L:氵/王
佔	佶	slot	0.9584	⿰:R:吉/占
爲	𨽾	visual	0.9584	
抝	𢦤	visual	0.9584	
幐	𮞉	visual	0.9584	
㫖	𧃲	visual	0.9584	
釋	驛	slot	0.9584	⿰:L:馬/釆
爲	𢇮	visual	0.9584	
爲	𭥆	visual	0.9584	
如	𢑴	visual	0.9584	
飭	飾	slot	0.9584	⿰:R:𠂉力/𠂉巾
渒	𥳽	visual	0.9584	
丧	𥊍	visual	0.9584	
㕔	𧃲	visual	0.9584	
籓	藩	slot	0.9584	⿱:T:𥫗/艹
杞	紀	slot	0.9584	⿰:L:木/糸
內	肉	visual	0.9584	
續	纘	slot	0.9583	⿰:R:贊/賣
巢	窠	slot	0.9583	⿱:T:巛/穴
毀	瑴	visual	0.9583	
定	𢇮	visual	0.9583	
韓	𠏉	slot	0.9583	⿰:R:韋/余
羿	翟	slot	0.9583	⿱:B:廾/隹
様	𠷣	visual	0.9583	
渚	諸	slot	0.9583	⿰:L:言/氵
濶	瀾	slot	0.9583	⿰:R:闌/門舌
壊	𫃟	visual	0.9583	
書	𠮓	visual	0.9583	
分	𨏵	visual	0.9583	
爲	𢑴	visual	0.9583	
薳	𣙗	visual	0.9583	
冓	毒	visual	0.9583	
折	拆	slot	0.9583	⿰:R:斤/斥
白	百	slot	0.9583	⿱:T:丆/丿
佐	佑	slot	0.9583	⿰:R:右/左
伴	俘	slot	0.9583	⿰:R:半/孚
徤	𫃟	visual	0.9583	
總	𢦤	visual	0.9583	
訓	調	slot	0.9583	⿰:R:川/周
朂	量	visual	0.9583	
琪	瑣	slot	0.9583	⿰:R:𧴪/其
潄	𦊨	visual	0.9583	
之	爲	visual	0.9583	
分	𤄊	visual	0.9583	
宼	𨽾	visual	0.9583	
刵	則	slot	0.9583	⿰:L:貝/耳
隙	際	slot	0.9583	⿰:R:祭/小白小
籖	𤄊	visual	0.9583	
它	庀	visual	0.9583	
寛	見	visual	0.9583	
壊	𠷣	visual	0.9583	
静	𫃟	visual	0.9583	
闌	闑	slot	0.9583	⿵:I:柬/臬
絡	貉	slot	0.9583	⿰:L:豸/糸
滙	𣙗	visual	0.9583	
酈	鸝	slot	0.9583	⿰:R:鳥/阝
文	立	slot	0.9583	⿱:B:䒑/乂
即	𦊨	visual	0.9583	
閻	闇	slot	0.9583	⿵:I:音/臽
博	溥	slot	0.9583	⿰:L:氵/十
剽	瓢	slot	0.9583	⿰:R:瓜/刂
鈫	鉞	slot	0.9583	⿰:R:戉/文
始	姑	slot	0.9583	⿰:R:古/台
厯	餙	visual	0.9583	
㩁	厨	visual	0.9583	
惇	犉	slot	0.9583	⿰:L:牛/忄
奥	𫃟	visual	0.9583	
幨	瞻	slot	0.9583	⿰:L:目/巾
贋	𤄊	visual	0.9583	
歳	𮙥	visual	0.9583	
存	𢦤	visual	0.9583	
籖	𠷣	visual	0.9583	
漸	潄	slot	0.9583	⿰:R:敕/斬
矩	短	slot	0.9583	⿰:R:豆/巨
頽	𮑮	visual	0.9583	
爲	𮬻	visual	0.9583	
卭	邛	slot	0.9583	⿰:R:卩/阝
閫	閭	slot	0.9583	⿵:I:困/吕
庇	底	slot	0.9583	⿸:I:氐/比
如	𠷣	visual	0.9583	
巳	𦊨	visual	0.9583	
攣	𠮓	slot	0.9583	⿱:B:又/手
晩	𣵠	visual	0.9583	
氊	𥳽	visual	0.9583	
之	𧝎	visual	0.9583	
僮	潼	slot	0.9583	⿰:L:亻/氵
筌	答	slot	0.9583	⿱:B:全/合
而	𧃲	visual	0.9583	
卉	并	slot	0.9583	⿱:T:䒑/十
㓜	𥙐	visual	0.9583	
全	𭥆	visual	0.9583	
刼	𣙗	visual	0.9583	
投	段	slot	0.9583	⿰:L:扌/𠂆一二
之	寛	visual	0.9583	
宙	由	visual	0.9583	
之	迄	visual	0.9583	
不	𢇮	visual	0.9582	
髪	𨽾	visual	0.9582	
様	𤇍	visual	0.9582	
衂	𥙐	visual	0.9582	
部	韶	visual	0.9582	
舵	蛇	slot	0.9582	⿰:L:虫/舟
旃	梅	visual	0.9582	
宫	𣻎	visual	0.9582	
歳	𣕕	visual	0.9582	
憶	臆	slot	0.9582	⿰:L:月/忄
廵	廸	slot	0.9582	⿺:I:由/巛
渒	脾	slot	0.9582	⿰:L:月/氵
咺	𠷣	slot	0.9582	⿰:R:亘/虽
翁	翕	slot	0.9582	⿱:T:合/公
合	含	slot	0.9582	⿱:T:亼/今
稡	粹	slot	0.9582	⿰:L:禾/米
著	𥳽	visual	0.9582	
之	諸	visual	0.9582	
褰	蹇	slot	0.9582	⿱:B:衣/足
幛	障	slot	0.9582	⿰:L:巾/阝
磾	禪	slot	0.9582	⿰:L:示/石
賡	𥙐	visual	0.9582	
棻	𦯳	slot	0.9582	⿱:B:分木/分廾
㡡	𨏵	visual	0.9582	
至	𮑮	visual	0.9582	
操	躁	slot	0.9582	⿰:L:𧾷/扌
晩	𮞉	visual	0.9582	
禆	𣌾	visual	0.9582	
也	𦊨	visual	0.9582	
頽	𮬻	visual	0.9582	
純	鈍	slot	0.9582	⿰:L:糸/金
兆	北	visual	0.9582	
